OVG;motief11;hfdvm2;waarde_modal_split;verplaatsingen;MeetType;DagType
71;onderwijs volgen;te voet;0,0251534376173168;815;in aantal km per dag;alle dagen
71;onderwijs volgen;tram;0,0224343948085149;66;in aantal km per dag;alle dagen
71;onderwijs volgen;trein;0,334378909429286;279;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;anders;0,0390610991314657;63;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;autobestuurder;2,06211404948832;3333;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;autopassagier +18;1,02416871863403;1345;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;autopassagier -18;0,793379761589004;1589;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;brom-/snorfiets of motor;0,0168814773170829;31;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;elektrische fiets;0,126569258783432;660;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;elektrische step/monowheel/hoverboard;0,00233112304718283;15;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;lijnbus;0,0879111594899207;171;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;metro;0,00214046484408458;10;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;niet-elektrische fiets;0,239867894874372;1459;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;speed pedelec;0,00820370156071025;37;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;taxi of vergelijkbaar;0,0265961179011356;20;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;te voet;0,0727481180549561;1594;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;tram;0,0337917710797229;94;in aantal km per dag;alle dagen
71;ontspanning, sport, cultuur;trein;0,364030840902185;176;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;anders;0,00556087744934538;26;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;autobestuurder;0,314562149510369;478;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;autopassagier +18;0,228089373038594;193;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;autopassagier -18;0,0328691652336291;66;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;brom-/snorfiets of motor;0,00824904341113481;4;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;elektrische fiets;0,0873267659571;165;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;elektrische step/monowheel/hoverboard;0,000240177306646589;1;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;lijnbus;0,00769140879797549;15;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;metro;0,00251587977363534;5;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;niet-elektrische fiets;0,182097551449638;279;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;speed pedelec;0,00463170263800142;6;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;te voet;0,268004764031233;2280;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;tram;0,00534542866679634;18;in aantal km per dag;alle dagen
71;wandelen, rondrijden, joggen;trein;0,0499395522306898;15;in aantal km per dag;alle dagen
71;werken;anders;0,146744783749657;77;in aantal km per dag;alle dagen
71;werken;autobestuurder;5,8762650212605;6582;in aantal km per dag;alle dagen
71;werken;autopassagier +18;0,246135660406954;277;in aantal km per dag;alle dagen
71;werken;autopassagier -18;0,0168081875467436;24;in aantal km per dag;alle dagen
71;werken;brom-/snorfiets of motor;0,0615286591495252;65;in aantal km per dag;alle dagen
71;werken;elektrische fiets;0,319772441196636;1210;in aantal km per dag;alle dagen
71;werken;elektrische step/monowheel/hoverboard;0,0116704993302464;41;in aantal km per dag;alle dagen
71;werken;lijnbus;0,136436891317758;144;in aantal km per dag;alle dagen
71;werken;metro;0,00471065581151546;14;in aantal km per dag;alle dagen
71;werken;niet-elektrische fiets;0,255325462550244;1060;in aantal km per dag;alle dagen
71;werken;speed pedelec;0,142293193158731;198;in aantal km per dag;alle dagen
71;werken;taxi of vergelijkbaar;0,00532116054571464;4;in aantal km per dag;alle dagen
71;werken;te voet;0,0165799249184014;533;in aantal km per dag;alle dagen
71;werken;tram;0,0151555068194059;31;in aantal km per dag;alle dagen
71;werken;trein;0,9234647092758;594;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;anders;0,00761719945183001;43;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;autobestuurder;1,87409125078406;6450;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;autopassagier +18;0,512293203226908;1181;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;autopassagier -18;0,152744798948309;544;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;brom-/snorfiets of motor;0,00441189535562388;19;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;elektrische fiets;0,118765371603565;1040;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;elektrische step/monowheel/hoverboard;0,000475903114493663;9;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;lijnbus;0,059605835799977;150;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;metro;0,000990706833448362;5;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;niet-elektrische fiets;0,0877470159560996;1090;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;speed pedelec;0,0096205321825206;48;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;taxi of vergelijkbaar;0,000738028987783913;4;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;te voet;0,0754390942939584;2273;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;tram;0,0161140480777086;54;in aantal km per dag;alle dagen
71;winkelen, boodschappen doen;trein;0,0994806905032843;74;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;anders;0,119593560166688;72;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;autobestuurder;0,927953663037298;1120;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;autopassagier +18;0,0887788102826277;120;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;autopassagier -18;0,00709257424704898;10;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;brom-/snorfiets of motor;0,00283718337076588;5;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;elektrische fiets;0,0256432728390116;154;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;elektrische step/monowheel/hoverboard;0,000339246563098674;4;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;lijnbus;0,00864362748926883;9;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;metro;0,00224104545773205;4;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;niet-elektrische fiets;0,0136610026728485;109;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;speed pedelec;0,0100293998542778;18;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;taxi of vergelijkbaar;0,00423975769572092;2;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;te voet;0,00202216937644778;95;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;tram;0,0020159769011574;9;in aantal km per dag;alle dagen
71;zakelijke verplaatsing;trein;0,0555801790000891;44;in aantal km per dag;alle dagen
71;diensten (bv. dokter, bank);anders;0,000112629882783223;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);autobestuurder;0,0072216537924433;149;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);autopassagier +18;0,00399626642623531;62;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);autopassagier -18;0,000528022274180365;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);elektrische fiets;0,00157710099002212;29;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);elektrische step/monowheel/hoverboard;5,34209993788401e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);lijnbus;0,000157617857105499;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);niet-elektrische fiets;0,00111560562883895;27;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);speed pedelec;0,000247962551618295;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);te voet;0,00392554571072221;71;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);tram;9,53082038402275e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);trein;2,23063619561188e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;geen antwoord;autobestuurder;6,4448527345377e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;geen antwoord;elektrische step/monowheel/hoverboard;5,67578191953027e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;geen antwoord;niet-elektrische fiets;8,87959966372072e-05;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;geen antwoord;te voet;0,000249851063757441;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;anders;0,000231500013276641;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;autobestuurder;0,0648200404965324;1295;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;autopassagier +18;0,0275351542532582;571;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;autopassagier -18;0,0143142927951757;322;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;brom-/snorfiets of motor;0,000661640470378802;10;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;elektrische fiets;0,00920774639248487;163;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;elektrische step/monowheel/hoverboard;7,83195825834454e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;lijnbus;0,00121443309763034;25;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;niet-elektrische fiets;0,0122752073054178;256;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;speed pedelec;0,000270983457980184;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;taxi of vergelijkbaar;7,28317496580454e-05;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;te voet;0,0142555213664241;298;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;tram;0,00131333566953763;14;in aantal verplaatsingen per dag;weekend & feestdagen
71;iemand bezoeken;trein;0,00139124720682445;33;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;anders;0,000365129967725174;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;autobestuurder;0,0142393437987354;287;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;autopassagier +18;0,00809097520912397;153;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;autopassagier -18;0,00331888308044858;71;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;brom-/snorfiets of motor;4,313761917148e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;elektrische fiets;0,00218872106831095;43;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;lijnbus;0,00133921849724984;19;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;niet-elektrische fiets;0,00314715106151741;59;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;speed pedelec;0,000249380955005009;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;te voet;0,00688652233955127;136;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;tram;0,000341894155762798;8;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets anders;trein;0,0021951752282226;39;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;anders;0,00015881982528771;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;autobestuurder;0,0725612156844708;1259;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;autopassagier +18;0,00988920042996071;204;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;autopassagier -18;0,00449951176327264;103;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;brom-/snorfiets of motor;0,000562158368186354;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;elektrische fiets;0,00344528034978485;67;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;lijnbus;0,000520352777248774;10;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;niet-elektrische fiets;0,00321240126115371;59;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;speed pedelec;8,3259583093746e-05;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;te voet;0,00605295095733407;112;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;tram;0,000183751963794301;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;iets/iemand wegbrengen/afhalen;trein;0,000316223741016886;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;anders;0,000173490717395704;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;autobestuurder;0,0011458867507974;24;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;autopassagier +18;0,000361585680705324;5;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;autopassagier -18;0,00113845498059755;22;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;elektrische fiets;0,000433569506460144;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;elektrische step/monowheel/hoverboard;7,24040454327433e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;lijnbus;0,000485516566327879;8;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;niet-elektrische fiets;0,00113939819226398;23;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;speed pedelec;8,90289184448519e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;te voet;0,000737513775767423;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;tram;0,000297096962333092;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;onderwijs volgen;trein;0,00016577249625587;5;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;anders;0,000951193919968097;21;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;autobestuurder;0,0714102549861055;1326;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;autopassagier +18;0,0381465321174405;690;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;autopassagier -18;0,0312800965640339;654;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;brom-/snorfiets of motor;0,000817069869783276;14;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;elektrische fiets;0,0134021809702985;239;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;elektrische step/monowheel/hoverboard;0,000248346667294463;6;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;lijnbus;0,00296044682549544;61;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;metro;4,63282630408087e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;niet-elektrische fiets;0,0272019892098156;548;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;speed pedelec;0,000349892619462061;10;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;taxi of vergelijkbaar;0,000761030575078938;10;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;te voet;0,0315061098900956;629;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;tram;0,00278807985109189;42;in aantal verplaatsingen per dag;weekend & feestdagen
71;ontspanning, sport, cultuur;trein;0,00342889895931121;72;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;anders;0,000853195775946469;13;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;autobestuurder;0,0112639325425162;236;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;autopassagier +18;0,00680733475836812;128;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;autopassagier -18;0,00190093360508874;46;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;brom-/snorfiets of motor;6,04369060406536e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;elektrische fiets;0,00360894780322985;77;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;elektrische step/monowheel/hoverboard;5,96155585205134e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;lijnbus;0,000427816795851542;6;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;metro;0,000162700027988665;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;niet-elektrische fiets;0,00690765934246858;125;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;speed pedelec;0,00021073907885964;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;te voet;0,0407939359957926;831;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;tram;0,000317384353513629;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;wandelen, rondrijden, joggen;trein;0,000357425661024228;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;anders;0,000161103509962322;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;autobestuurder;0,0316759104659151;489;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;autopassagier +18;0,00259042173033385;43;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;autopassagier -18;0,000447717092871934;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;brom-/snorfiets of motor;0,00030046176261205;5;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;elektrische fiets;0,0031324437947355;65;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;elektrische step/monowheel/hoverboard;0,000742261314663633;8;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;lijnbus;0,00105892350284978;12;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;metro;3,2635869393257e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;niet-elektrische fiets;0,00561465843464743;77;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;speed pedelec;0,000395363619112144;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;taxi of vergelijkbaar;6,86634973174566e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;te voet;0,00344103985912381;54;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;tram;0,000179548133585902;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;werken;trein;0,00113272525869399;16;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;anders;0,000676969293270773;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;autobestuurder;0,114002420565364;2015;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;autopassagier +18;0,0263329788018894;481;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;autopassagier -18;0,0103607291151234;228;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;brom-/snorfiets of motor;0,000480351299920722;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;elektrische fiets;0,0158293967360643;298;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;elektrische step/monowheel/hoverboard;0,000147657588083115;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;lijnbus;0,00283272500343986;45;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;metro;0,000213112722419751;3;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;niet-elektrische fiets;0,0157264167845709;296;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;speed pedelec;0,000503772875113841;9;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;te voet;0,0347728615012219;663;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;tram;0,00125643659856247;11;in aantal verplaatsingen per dag;weekend & feestdagen
71;winkelen, boodschappen doen;trein;0,00106447845951303;23;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;anders;0,000198818368413212;7;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;autobestuurder;0,00511032742242049;97;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;autopassagier +18;0,00104293269609956;22;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;autopassagier -18;3,22147507452764e-05;1;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;brom-/snorfiets of motor;0,000110892573856864;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;elektrische fiets;0,000706983856980234;12;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;elektrische step/monowheel/hoverboard;0,000101325822760451;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;niet-elektrische fiets;0,000496618351962117;8;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;te voet;0,000627254854377311;14;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;tram;9,87187520756918e-05;2;in aantal verplaatsingen per dag;weekend & feestdagen
71;zakelijke verplaatsing;trein;0,000257983850984331;4;in aantal verplaatsingen per dag;weekend & feestdagen
71;diensten (bv. dokter, bank);anders;0,00147154389788319;18;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);autobestuurder;0,0669134115386755;1481;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);autopassagier +18;0,0149555446916784;302;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);autopassagier -18;0,00752511020704785;169;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);brom-/snorfiets of motor;0,000705808532355979;11;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);elektrische fiets;0,00919440225081503;216;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);elektrische step/monowheel/hoverboard;9,65360997059905e-05;2;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
71;diensten (bv. dokter, bank);lijnbus;0,00247474991934733;53;in aantal verplaatsingen per dag;werkdag (excl. feestdagen)
